gate_fraction_lt_0_1,gate_mean,loss_spikes,parameters,ppl_1024,ppl_2048,ppl_4096,ppl_512,processed_tokens,seed,sink_paper_style,sink_prefix_excluded,variant
,,0,190396416,39.55556282528387,38.4368480467249,38.91551520204509,41.87262832120433,500006912,20,0.0413827865801674,0.036184417316078986,baseline
,,0,190396416,39.44789277825273,38.32707778504245,38.96522391658409,41.72158693285042,500006912,21,0.0345004428915369,0.029288345725419797,baseline
,,0,190396416,39.844387818678136,38.72210266764671,39.52050710322195,42.15750669973871,500006912,22,0.029675689360980567,0.024699041583230646,baseline
0.2626534303029378,0.34893802801767987,0,193542144,38.667539500339096,37.56779412926253,39.199488477444284,40.801706724398414,500006912,20,0.011447447740162412,0.007061057330507618,elementwise
0.26720770200093585,0.3378601868947347,0,193542144,38.70986065324524,37.62170882665079,38.492376614591024,40.895336735250396,500006912,21,0.011279609185294248,0.006837465925010169,elementwise
0.2611786524454753,0.34784098466237384,0,193542144,38.53323821699403,37.48119787504809,39.121535277320916,40.669503118056184,500006912,22,0.011233664200214358,0.006794023574415467,elementwise
0.28734079996744794,0.33125948905944824,0,190445568,38.7981042855874,37.74260692055782,38.51997298869887,41.020228444170634,500006912,20,0.010865491654840298,0.006609624530386739,headwise
