variant,parameters,ppl,sink_paper_style,sink_prefix_excluded,gate_mean,gate_fraction_lt_0_1
baseline,1720837120,13.250132508950644,0.4265829512275689,0.4234316601487101,,
gate_elementwise,1728177152,13.237927418840325,0.018681715126149356,0.014333163237087094,0.13979429006576538,0.6021275924784797
gate_headwise,1721754624,13.176464658219297,0.05251425696509874,0.048260749147076634,0.25715226786477224,0.21861485072544642
